BENC	FRAF	FRAM	FRAT	GABF	GABM	GABN	GERC	IRAA	ITAC	LEBE	MALB	MORC	MORT	NIGN	SEND	SENK	SENS	SPAC	TUNB	USAF	OUTGROUP
5,27	11,21	1,15	16,16	2,22	26,6	3,9	17,5	3,13	0,30	5,15	4,38	6,6	24,12	0,30	12,26	4,38	20,18	0,16	7,23	7,1	0,16
1,31	0,32	0,16	0,32	0,24	1,31	8,4	0,22	2,14	0,30	7,13	6,36	1,11	17,19	0,30	1,37	7,35	1,37	0,16	6,24	6,2	0,16
3,29	8,24	1,15	2,30	14,10	11,21	5,7	2,20	1,15	3,27	8,12	14,28	3,9	13,23	0,30	3,35	8,34	7,31	4,12	4,26	0,8	0,16
2,30	4,28	4,12	4,28	0,24	1,31	0,12	1,21	1,15	4,26	5,15	5,37	2,10	3,33	7,23	3,35	3,39	4,34	2,14	5,25	1,7	0,16
15,17	32,0	16,0	27,5	24,0	32,0	12,0	21,1	12,4	28,2	20,0	40,2	11,1	36,0	16,14	38,0	42,0	37,1	16,0	30,0	8,0	0,16
13,19	12,20	7,9	32,0	19,5	27,5	1,11	5,17	1,15	30,0	13,7	32,10	8,4	20,16	16,14	8,30	19,23	10,28	9,7	22,8	4,4	16,0
19,13	15,17	8,8	4,28	23,1	3,29	8,4	10,12	4,12	29,1	2,18	32,10	2,10	13,23	1,29	13,25	17,25	20,18	10,6	21,9	1,7	0,16
24,8	8,24	1,15	16,16	8,16	23,9	6,6	5,17	0,16	22,8	2,18	31,11	0,12	0,36	12,18	4,34	7,35	4,34	0,16	17,13	1,7	0,16
0,32	15,17	6,10	0,32	3,21	5,27	0,12	1,21	16,0	1,29	4,16	3,39	5,7	29,7	0,30	19,19	18,24	18,20	14,2	1,29	4,4	0,16
29,3	25,7	16,0	32,0	12,12	32,0	12,0	22,0	10,6	30,0	19,1	41,1	12,0	36,0	23,7	38,0	42,0	38,0	16,0	25,5	8,0	0,16
10,22	4,28	1,15	0,32	0,24	7,25	1,11	7,15	13,3	5,25	2,18	0,42	2,10	0,36	0,30	5,33	8,34	6,32	0,16	4,26	7,1	0,16
6,26	19,13	14,2	32,0	18,6	26,6	11,1	18,4	15,1	26,4	13,7	34,8	9,3	8,28	30,0	3,35	37,5	20,18	16,0	23,7	4,4	16,0
4,28	7,25	0,16	2,30	7,17	0,32	9,3	19,3	10,6	4,26	5,15	5,37	0,12	0,36	0,30	1,37	7,35	1,37	0,16	5,25	3,5	0,16
9,23	9,23	0,16	9,23	14,10	0,32	0,12	14,8	3,13	5,25	0,20	0,42	0,12	0,36	1,29	0,38	0,42	0,38	0,16	6,24	1,7	0,16
32,0	31,1	16,0	32,0	24,0	32,0	12,0	22,0	16,0	30,0	20,0	42,0	12,0	36,0	30,0	23,15	40,2	38,0	16,0	30,0	8,0	0,16
1,31	8,24	4,12	0,32	0,24	0,32	0,12	0,22	9,7	0,30	2,18	1,41	0,12	0,36	0,30	0,38	0,42	0,38	0,16	9,21	0,8	16,0
25,7	14,18	9,7	29,3	8,16	29,3	10,2	12,10	13,3	11,19	17,3	32,10	1,11	5,31	21,9	22,16	24,18	20,18	0,16	15,15	3,5	0,16
28,4	19,13	3,13	4,28	2,22	27,5	5,7	21,1	14,2	13,17	10,10	36,6	1,11	6,30	0,30	26,12	28,14	14,24	1,15	29,1	6,2	0,16
19,13	17,15	9,7	32,0	24,0	31,1	12,0	15,7	15,1	30,0	20,0	35,7	6,6	22,14	30,0	35,3	30,12	37,1	16,0	30,0	6,2	0,16
5,27	22,10	8,8	1,31	1,23	2,30	0,12	8,14	0,16	1,29	10,10	2,40	2,10	0,36	0,30	13,25	13,29	1,37	0,16	7,23	5,3	0,16
20,12	28,4	11,5	30,2	17,7	9,23	8,4	22,0	13,3	23,7	14,6	21,21	12,0	31,5	30,0	37,1	38,4	34,4	16,0	29,1	8,0	0,16
16,16	14,18	5,11	1,31	8,16	6,26	0,12	1,21	0,16	0,30	3,17	1,41	0,12	0,36	0,30	17,21	1,41	2,36	1,15	2,28	0,8	16,0
31,1	25,7	16,0	31,1	24,0	27,5	12,0	21,1	1,15	17,13	5,15	34,8	12,0	36,0	30,0	23,15	30,12	36,2	16,0	20,10	7,1	0,16
27,5	28,4	13,3	32,0	24,0	32,0	12,0	19,3	12,4	30,0	15,5	41,1	12,0	36,0	30,0	38,0	42,0	38,0	16,0	30,0	8,0	0,16
0,32	1,31	0,16	19,13	0,24	5,27	0,12	6,16	1,15	0,30	4,16	6,36	0,12	0,36	0,30	1,37	7,35	12,26	0,16	0,30	0,8	0,16
5,27	0,32	0,16	0,32	0,24	0,32	0,12	0,22	1,15	1,29	1,19	0,42	0,12	0,36	30,0	0,38	3,39	0,38	0,16	3,27	0,8	16,0
2,30	8,24	14,2	17,15	18,6	32,0	8,4	5,17	7,9	0,30	11,9	1,41	1,11	9,27	0,30	3,35	0,42	2,36	0,16	13,17	0,8	6,10
26,6	4,28	3,13	1,31	17,7	32,0	6,6	8,14	9,7	15,15	13,7	12,30	9,3	27,9	24,6	13,25	29,13	20,18	16,0	8,22	5,3	0,16
0,32	1,31	2,14	0,32	1,23	24,8	3,9	1,21	6,10	0,30	1,19	7,35	0,12	0,36	0,30	15,23	5,37	13,25	0,16	0,30	2,6	0,16
18,14	28,4	16,0	10,22	23,1	32,0	12,0	2,20	5,11	8,22	14,6	13,29	12,0	36,0	26,4	18,20	29,13	32,6	2,14	23,7	5,3	16,0
4,28	13,19	2,14	0,32	13,11	23,9	2,10	2,20	14,2	9,21	19,1	5,37	3,9	0,36	25,5	14,24	25,17	16,22	0,16	18,12	7,1	16,0
1,31	4,28	1,15	0,32	0,24	0,32	0,12	2,20	13,3	10,20	18,2	0,42	0,12	0,36	0,30	0,38	4,38	6,32	1,15	15,15	0,8	0,16
8,24	15,17	1,15	29,3	8,16	5,27	6,6	18,4	1,15	4,26	7,13	6,36	0,12	0,36	0,30	15,23	6,36	22,16	12,4	2,28	0,8	0,16
0,32	10,22	1,15	0,32	0,24	0,32	0,12	1,21	0,16	12,18	2,18	0,42	1,11	16,20	30,0	0,38	6,36	5,33	1,15	6,24	0,8	2,14
5,27	3,29	2,14	2,30	11,13	12,20	5,7	14,8	12,4	2,28	4,16	10,32	9,3	18,18	20,10	17,21	19,23	21,17	10,6	3,27	5,3	16,0
0,32	0,32	0,16	0,32	5,19	0,32	0,12	0,22	0,16	0,30	1,19	0,42	0,12	0,36	10,20	1,37	0,42	0,38	0,16	4,26	0,8	16,0
0,32	3,29	3,13	0,32	11,13	13,19	6,6	0,22	4,12	0,30	11,9	0,42	0,12	0,36	21,9	1,37	4,38	0,38	0,16	1,29	2,6	16,0
14,18	31,1	12,4	32,0	12,12	18,14	8,4	18,4	16,0	24,6	19,1	42,0	12,0	36,0	19,11	38,0	41,1	38,0	16,0	30,0	7,1	0,16
6,26	9,23	7,9	25,7	6,18	3,29	3,9	16,6	6,10	29,1	6,14	41,1	12,0	36,0	0,30	36,2	39,3	24,14	12,4	19,11	8,0	0,16
9,23	23,9	4,12	0,32	6,18	14,18	6,6	1,21	16,0	1,29	16,4	26,16	1,11	0,36	9,21	16,22	22,20	14,24	1,15	22,8	0,8	16,0
0,32	0,32	0,16	25,7	0,24	0,32	0,12	1,21	4,12	0,30	4,16	2,40	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	0,16
3,29	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	0,42	0,12	0,36	0,30	5,33	5,37	7,31	0,16	0,30	0,8	16,0
2,30	4,28	3,13	0,32	12,12	9,23	5,7	4,18	1,15	1,29	0,20	27,15	8,4	8,28	0,30	13,25	22,20	17,21	0,16	8,22	4,4	4,12
16,16	20,12	15,1	32,0	17,7	13,19	10,2	21,1	4,12	26,4	10,10	30,12	9,3	18,18	30,0	26,12	23,19	30,8	16,0	25,5	6,2	0,16
1,31	3,29	0,16	26,6	0,24	0,32	1,11	5,17	6,10	8,22	5,15	2,40	2,10	11,25	0,30	4,34	7,35	9,29	0,16	7,23	3,5	16,0
0,32	15,17	6,10	0,32	0,24	4,28	0,12	1,21	0,16	0,30	0,20	0,42	0,12	9,27	0,30	0,38	0,42	0,38	0,16	0,30	0,8	0,16
1,31	4,28	0,16	0,32	0,24	0,32	0,12	0,22	6,10	0,30	2,18	4,38	0,12	0,36	0,30	6,32	5,37	5,33	0,16	13,17	0,8	0,16
26,6	17,15	5,11	26,6	5,19	5,27	4,8	1,21	15,1	3,27	5,15	31,11	0,12	0,36	28,2	28,10	26,16	12,26	0,16	10,20	7,1	16,0
10,22	5,27	3,13	0,32	6,18	8,24	6,6	0,22	9,7	11,19	4,16	12,30	2,10	8,28	20,10	14,24	14,28	16,22	1,15	3,27	0,8	16,0
21,11	25,7	15,1	32,0	19,5	30,2	10,2	17,5	11,5	9,21	18,2	10,32	0,12	12,24	0,30	14,24	11,31	25,13	0,16	27,3	7,1	15,1
3,29	9,23	6,10	12,20	4,20	13,19	2,10	9,13	4,12	13,17	6,14	23,19	4,8	5,31	13,17	11,27	15,27	7,31	0,16	11,19	4,4	13,3
0,32	1,31	0,16	0,32	0,24	4,28	0,12	1,21	0,16	0,30	0,20	0,42	0,12	1,35	24,6	0,38	0,42	0,38	0,16	1,29	1,7	0,16
3,29	9,23	0,16	0,32	1,23	11,21	5,7	4,18	9,7	3,27	2,18	9,33	10,2	25,11	30,0	15,23	6,36	12,26	10,6	9,21	1,7	16,0
31,1	32,0	16,0	32,0	13,11	26,6	8,4	21,1	16,0	30,0	20,0	39,3	12,0	36,0	30,0	37,1	41,1	28,10	16,0	30,0	7,1	0,16
16,16	20,12	4,12	25,7	4,20	7,25	8,4	0,22	2,14	12,18	10,10	38,4	11,1	32,4	30,0	33,5	33,9	19,19	13,3	15,15	7,1	0,16
1,31	4,28	2,14	4,28	2,22	0,32	0,12	4,18	4,12	1,29	3,17	5,37	0,12	8,28	2,28	7,31	5,37	1,37	1,15	5,25	5,3	0,16
18,14	32,0	15,1	32,0	16,8	28,4	10,2	20,2	12,4	27,3	19,1	38,4	12,0	36,0	30,0	37,1	42,0	23,15	16,0	30,0	7,1	0,16
27,5	32,0	16,0	32,0	15,9	28,4	10,2	21,1	15,1	30,0	13,7	42,0	12,0	36,0	30,0	38,0	42,0	18,20	16,0	28,2	7,1	16,0
28,4	31,1	16,0	32,0	16,8	29,3	10,2	21,1	13,3	30,0	20,0	39,3	12,0	36,0	30,0	38,0	42,0	27,11	16,0	30,0	8,0	16,0
28,4	26,6	16,0	32,0	17,7	31,1	10,2	20,2	13,3	30,0	20,0	41,1	12,0	36,0	30,0	37,1	42,0	26,12	16,0	30,0	7,1	16,0
13,19	13,19	11,5	32,0	4,20	25,7	10,2	16,6	2,14	14,16	19,1	11,31	12,0	36,0	29,1	13,25	18,24	14,24	11,5	18,12	7,1	0,16
11,21	5,27	5,11	32,0	5,19	19,13	2,10	12,10	1,15	8,22	0,20	7,35	1,11	1,35	0,30	6,32	18,24	9,29	0,16	0,30	1,7	0,16
8,24	0,32	0,16	0,32	0,24	0,32	0,12	0,22	7,9	5,25	15,5	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
1,31	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	20,22	0,12	0,36	0,30	18,20	14,28	2,36	0,16	0,30	0,8	16,0
2,30	21,11	4,12	0,32	0,24	0,32	0,12	0,22	1,15	1,29	14,6	1,41	0,12	0,36	10,20	2,36	0,42	3,35	0,16	3,27	0,8	16,0
18,14	5,27	10,6	5,27	8,16	29,3	3,9	6,16	4,12	11,19	4,16	3,39	11,1	34,2	8,22	6,32	3,39	7,31	16,0	11,19	2,6	0,16
0,32	3,29	2,14	1,31	0,24	0,32	0,12	0,22	0,16	14,16	0,20	3,39	0,12	0,36	0,30	5,33	5,37	5,33	0,16	0,30	0,8	0,16
0,32	10,22	9,7	7,25	3,21	7,25	0,12	1,21	0,16	7,23	13,7	32,10	0,12	0,36	0,30	24,14	21,21	7,31	0,16	19,11	1,7	0,16
0,32	4,28	0,16	19,13	0,24	0,32	0,12	0,22	0,16	0,30	0,20	5,37	0,12	0,36	0,30	0,38	9,33	0,38	0,16	4,26	0,8	0,16
0,32	7,25	5,11	17,15	0,24	3,29	0,12	1,21	2,14	4,26	0,20	1,41	0,12	0,36	0,30	0,38	11,31	1,37	0,16	3,27	0,8	16,0
4,28	0,32	0,16	0,32	0,24	0,32	1,11	0,22	4,12	0,30	2,18	5,37	0,12	0,36	0,30	3,35	6,36	1,37	0,16	0,30	0,8	16,0
8,24	18,14	6,10	4,28	3,21	31,1	7,5	14,8	15,1	2,28	17,3	36,6	0,12	0,36	6,24	36,2	38,4	23,15	15,1	12,18	3,5	16,0
4,28	28,4	13,3	20,12	0,24	0,32	0,12	5,17	6,10	14,16	14,6	27,15	0,12	11,25	17,13	21,17	33,9	4,34	16,0	10,20	2,6	0,16
32,0	27,5	10,6	26,6	8,16	14,18	7,5	10,12	11,5	19,11	2,18	36,6	6,6	17,19	16,14	25,13	33,9	26,12	1,15	19,11	0,8	16,0
0,32	0,32	0,16	0,32	0,24	0,32	0,12	2,20	0,16	3,27	4,16	3,39	0,12	0,36	6,24	5,33	7,35	16,22	15,1	2,28	3,5	0,16
0,32	0,32	0,16	0,32	0,24	0,32	0,12	3,19	0,16	4,26	1,19	2,40	1,11	0,36	5,25	2,36	7,35	12,26	8,8	4,26	4,4	0,16
0,32	4,28	6,10	26,6	7,17	1,31	2,10	0,22	4,12	0,30	0,20	1,41	0,12	0,36	0,30	0,38	1,41	0,38	0,16	6,24	1,7	16,0
4,28	8,24	5,11	29,3	11,13	10,22	4,8	4,18	3,13	11,19	0,20	2,40	1,11	21,15	0,30	0,38	3,39	1,37	0,16	1,29	3,5	0,16
0,32	15,17	5,11	0,32	7,17	28,4	7,5	6,16	9,7	19,11	11,9	12,30	2,10	0,36	0,30	3,35	14,28	6,32	0,16	18,12	0,8	16,0
2,30	16,16	0,16	19,13	12,12	0,32	0,12	13,9	0,16	4,26	0,20	0,42	0,12	0,36	0,30	0,38	0,42	9,29	14,2	8,22	3,5	16,0
0,32	3,29	1,15	0,32	0,24	0,32	0,12	1,21	6,10	0,30	2,18	2,40	7,5	19,17	0,30	0,38	0,42	2,36	0,16	5,25	3,5	0,16
26,6	6,26	5,11	27,5	9,15	3,29	5,7	8,14	0,16	23,7	12,8	28,14	1,11	8,28	27,3	28,10	19,23	15,23	16,0	9,21	5,3	0,16
0,32	21,11	9,7	0,32	4,20	0,32	0,12	7,15	3,13	10,20	2,18	6,36	7,5	22,14	7,23	0,38	1,41	8,30	0,16	14,16	2,6	0,16
0,32	9,23	4,12	0,32	0,24	0,32	0,12	0,22	9,7	8,22	3,17	0,42	2,10	0,36	0,30	1,37	4,38	0,38	0,16	0,30	0,8	16,0
0,32	12,20	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	1,41	0,12	0,36	0,30	1,37	6,36	0,38	0,16	2,28	0,8	15,1
0,32	1,31	5,11	11,21	0,24	0,32	0,12	1,21	5,11	0,30	0,20	7,35	4,8	16,20	0,30	3,35	7,35	6,32	0,16	0,30	0,8	0,16
0,32	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	0,42	5,7	9,27	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
31,1	24,8	7,9	16,16	17,7	32,0	9,3	17,5	12,4	29,1	14,6	36,6	10,2	25,11	30,0	34,4	32,10	36,2	16,0	25,5	8,0	0,16
31,1	15,17	7,9	31,1	20,4	8,24	7,5	22,0	6,10	17,13	2,18	22,20	11,1	36,0	29,1	38,0	37,5	33,5	11,5	22,8	7,1	0,16
4,28	3,29	2,14	0,32	6,18	0,32	3,9	3,19	0,16	4,26	0,20	17,25	0,12	1,35	0,30	0,38	0,42	3,35	1,15	4,26	0,8	0,16
26,6	3,29	8,8	18,14	18,6	10,22	1,11	10,12	11,5	9,21	14,6	39,3	12,0	29,7	0,30	38,0	30,12	26,12	16,0	9,21	5,3	16,0
0,32	13,19	8,8	29,3	7,17	21,11	5,7	18,4	10,6	13,17	1,19	2,40	0,12	5,31	0,30	9,29	3,39	9,29	0,16	4,26	1,7	0,16
23,9	24,8	14,2	1,31	20,4	31,1	12,0	12,10	14,2	29,1	19,1	18,24	10,2	35,1	30,0	37,1	26,16	31,7	16,0	29,1	4,4	16,0
3,29	10,22	3,13	0,32	6,18	8,24	2,10	1,21	0,16	10,20	0,20	1,41	1,11	5,31	30,0	1,37	9,33	0,38	5,11	9,21	2,6	0,16
17,15	18,14	15,1	27,5	10,14	7,25	4,8	12,10	4,12	12,18	16,4	39,3	9,3	24,12	0,30	28,10	23,19	22,16	0,16	14,16	4,4	0,16
5,27	4,28	1,15	0,32	0,24	0,32	1,11	3,19	6,10	0,30	1,19	1,41	1,11	7,29	0,30	10,28	7,35	5,33	0,16	10,20	3,5	0,16
0,32	7,25	3,13	0,32	2,22	14,18	1,11	1,21	6,10	11,19	8,12	0,42	4,8	0,36	0,30	0,38	1,41	5,33	8,8	4,26	2,6	0,16
28,4	32,0	16,0	32,0	16,8	32,0	10,2	21,1	9,7	30,0	18,2	15,27	12,0	25,11	21,9	34,4	14,28	20,18	16,0	23,7	8,0	16,0
0,32	21,11	10,6	29,3	24,0	1,31	12,0	22,0	9,7	29,1	9,11	8,34	12,0	36,0	17,13	28,10	7,35	15,23	13,3	13,17	6,2	0,16
25,7	13,19	0,16	8,24	15,9	32,0	9,3	8,14	11,5	3,27	20,0	38,4	5,7	24,12	25,5	21,17	40,2	32,6	2,14	27,3	6,2	16,0
28,4	24,8	7,9	14,18	16,8	31,1	3,9	14,8	16,0	3,27	19,1	36,6	12,0	36,0	24,6	12,26	35,7	30,8	5,11	28,2	6,2	0,16
12,20	1,31	0,16	7,25	4,20	0,32	0,12	9,13	0,16	0,30	0,20	6,36	2,10	0,36	22,8	1,37	14,28	17,21	0,16	11,19	3,5	0,16
0,32	0,32	0,16	0,32	6,18	1,31	0,12	0,22	0,16	0,30	0,20	17,25	0,12	0,36	0,30	0,38	12,30	0,38	0,16	0,30	0,8	0,16
7,25	6,26	6,10	20,12	0,24	0,32	3,9	6,16	0,16	28,2	0,20	4,38	0,12	0,36	0,30	24,14	6,36	9,29	16,0	4,26	0,8	0,16
16,16	32,0	13,3	4,28	24,0	19,13	11,1	8,14	5,11	30,0	12,8	10,32	4,8	12,24	26,4	12,26	16,26	28,10	16,0	26,4	6,2	16,0
12,20	32,0	15,1	7,25	24,0	18,14	12,0	10,12	7,9	30,0	12,8	15,27	4,8	10,26	24,6	10,28	13,29	26,12	16,0	22,8	5,3	0,16
26,6	23,9	8,8	26,6	24,0	21,11	9,3	20,2	14,2	30,0	14,6	41,1	12,0	32,4	23,7	25,13	33,9	38,0	16,0	29,1	8,0	16,0
31,1	31,1	16,0	32,0	24,0	19,13	11,1	17,5	9,7	30,0	19,1	42,0	12,0	36,0	30,0	38,0	42,0	35,3	16,0	28,2	8,0	0,16
1,31	20,12	15,1	17,15	20,4	31,1	4,8	4,18	1,15	27,3	0,20	30,12	0,12	1,35	24,6	5,33	6,36	15,23	0,16	7,23	5,3	0,16
4,28	3,29	2,14	3,29	3,21	6,26	0,12	0,22	0,16	3,27	0,20	6,36	0,12	7,29	2,28	3,35	7,35	1,37	1,15	2,28	0,8	0,16
17,15	9,23	1,15	1,31	7,17	18,14	5,7	4,18	16,0	1,29	19,1	20,22	3,9	0,36	0,30	26,12	16,26	23,15	0,16	19,11	2,6	16,0
4,28	0,32	0,16	1,31	4,20	8,24	0,12	0,22	0,16	3,27	1,19	0,42	0,12	1,35	0,30	0,38	0,42	1,37	5,11	0,30	2,6	0,16
27,5	28,4	16,0	31,1	23,1	32,0	9,3	12,10	15,1	30,0	3,17	38,4	11,1	28,8	22,8	30,8	22,20	18,20	16,0	15,15	6,2	1,15
12,20	1,31	0,16	9,23	0,24	32,0	1,11	4,18	7,9	11,19	1,19	0,42	7,5	31,5	13,17	23,15	14,28	9,29	12,4	12,18	0,8	0,16
1,31	4,28	0,16	8,24	17,7	7,25	8,4	11,11	2,14	12,18	2,18	12,30	1,11	0,36	12,18	6,32	11,31	18,20	1,15	7,23	2,6	0,16
13,19	6,26	8,8	21,11	24,0	24,8	8,4	11,11	8,8	30,0	10,10	15,27	7,5	20,16	30,0	34,4	38,4	18,20	2,14	22,8	5,3	0,16
2,30	0,32	0,16	0,32	0,24	8,24	4,8	1,21	2,14	0,30	0,20	0,42	9,3	21,15	0,30	0,38	0,42	6,32	0,16	0,30	0,8	16,0
25,7	16,16	15,1	14,18	13,11	11,21	11,1	14,8	15,1	4,26	11,9	5,37	12,0	36,0	0,30	2,36	28,14	15,23	6,10	10,20	3,5	16,0
8,24	21,11	1,15	7,25	4,20	18,14	4,8	0,22	8,8	6,24	19,1	7,35	2,10	6,30	0,30	18,20	1,41	10,28	14,2	2,28	0,8	16,0
0,32	3,29	0,16	1,31	0,24	0,32	0,12	0,22	0,16	4,26	0,20	0,42	0,12	0,36	13,17	0,38	0,42	5,33	0,16	0,30	0,8	16,0
30,2	28,4	15,1	25,7	23,1	32,0	10,2	18,4	10,6	16,14	12,8	41,1	11,1	21,15	30,0	34,4	37,5	30,8	16,0	24,6	8,0	0,16
3,29	4,28	3,13	0,32	0,24	21,11	1,11	0,22	2,14	0,30	0,20	0,42	1,11	21,15	0,30	1,37	0,42	0,38	1,15	0,30	0,8	16,0
4,28	4,28	4,12	20,12	0,24	17,15	0,12	0,22	7,9	1,29	2,18	4,38	0,12	1,35	0,30	1,37	1,41	4,34	0,16	5,25	1,7	16,0
23,9	25,7	9,7	29,3	22,2	16,16	11,1	14,8	14,2	21,9	13,7	24,18	11,1	36,0	30,0	12,26	28,14	31,7	16,0	11,19	7,1	16,0
16,16	24,8	13,3	2,30	23,1	32,0	7,5	1,21	3,13	29,1	10,10	17,25	2,10	13,23	0,30	11,27	20,22	9,29	12,4	29,1	1,7	16,0
7,25	3,29	3,13	0,32	9,15	18,14	2,10	1,21	7,9	11,19	3,17	9,33	0,12	0,36	0,30	7,31	10,32	1,37	0,16	0,30	2,6	0,16
9,23	0,32	0,16	0,32	11,13	0,32	3,9	5,17	4,12	0,30	1,19	5,37	3,9	15,21	8,22	1,37	7,35	2,36	0,16	7,23	2,6	16,0
12,20	11,21	2,14	3,29	0,24	0,32	4,8	0,22	15,1	4,26	4,16	10,32	5,7	4,32	8,22	3,35	1,41	3,35	0,16	2,28	0,8	0,16
22,10	11,21	13,3	32,0	11,13	16,16	4,8	1,21	13,3	24,6	3,17	14,28	6,6	15,21	19,11	8,30	16,26	31,7	16,0	22,8	2,6	16,0
7,25	1,31	0,16	0,32	0,24	1,31	1,11	3,19	0,16	0,30	0,20	23,19	1,11	13,23	20,10	1,37	14,28	2,36	0,16	2,28	3,5	0,16
0,32	2,30	3,13	0,32	0,24	14,18	2,10	0,22	2,14	0,30	10,10	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	5,25	0,8	16,0
4,28	18,14	9,7	19,13	10,14	19,13	4,8	2,20	7,9	23,7	1,19	12,30	4,8	6,30	0,30	3,35	10,32	5,33	1,15	5,25	3,5	0,16
15,17	0,32	0,16	0,32	12,12	5,27	0,12	7,15	2,14	0,30	0,20	11,31	0,12	4,32	0,30	9,29	11,31	15,23	0,16	1,29	3,5	9,7
26,6	17,15	8,8	8,24	15,9	21,11	8,4	18,4	14,2	5,25	5,15	16,26	8,4	14,22	8,22	11,27	16,26	15,23	0,16	11,19	3,5	0,16
5,27	1,31	1,15	5,27	1,23	3,29	0,12	1,21	0,16	0,30	0,20	9,33	1,11	4,32	0,30	6,32	0,42	3,35	1,15	0,30	0,8	0,16
3,29	2,30	1,15	0,32	4,20	0,32	4,8	3,19	0,16	5,25	3,17	4,38	1,11	1,35	16,14	4,34	7,35	0,38	0,16	1,29	0,8	0,16
28,4	18,14	5,11	32,0	21,3	32,0	3,9	19,3	13,3	11,19	16,4	41,1	11,1	26,10	14,16	19,19	39,3	27,11	2,14	22,8	8,0	16,0
4,28	19,13	3,13	11,21	4,20	0,32	5,7	13,9	13,3	12,18	10,10	18,24	0,12	0,36	0,30	7,31	11,31	14,24	0,16	1,29	2,6	0,16
3,29	22,10	9,7	15,17	1,23	2,30	1,11	7,15	1,15	21,9	3,17	14,28	7,5	10,26	14,16	27,11	15,27	7,31	1,15	13,17	3,5	0,16
29,3	32,0	15,1	25,7	18,6	32,0	8,4	15,7	12,4	30,0	20,0	40,2	12,0	36,0	30,0	38,0	31,11	32,6	16,0	30,0	0,8	0,16
7,25	0,32	0,16	0,32	0,24	0,32	1,11	2,20	0,16	1,29	0,20	4,38	0,12	0,36	18,12	4,34	16,26	15,23	0,16	15,15	2,6	0,16
0,32	3,29	1,15	0,32	0,24	0,32	0,12	2,20	0,16	10,20	0,20	6,36	0,12	0,36	0,30	8,30	5,37	0,38	0,16	1,29	0,8	0,16
24,8	4,28	9,7	32,0	12,12	13,19	5,7	10,12	3,13	23,7	0,20	21,21	12,0	15,21	0,30	12,26	21,21	13,25	13,3	11,19	5,3	0,16
13,19	17,15	8,8	19,13	11,13	12,20	2,10	6,16	13,3	9,21	6,14	12,30	8,4	19,17	30,0	29,9	20,22	26,12	16,0	18,12	1,7	0,16
17,15	20,12	6,10	8,24	8,16	21,11	7,5	21,1	8,8	18,12	7,13	31,11	1,11	19,17	0,30	7,31	24,18	26,12	1,15	9,21	1,7	0,16
8,24	0,32	0,16	0,32	0,24	0,32	2,10	0,22	2,14	0,30	0,20	0,42	0,12	15,21	0,30	26,12	0,42	16,22	0,16	0,30	0,8	0,16
4,28	4,28	6,10	0,32	0,24	1,31	0,12	0,22	0,16	0,30	12,8	4,38	0,12	7,29	0,30	0,38	3,39	4,34	0,16	7,23	0,8	0,16
2,30	3,29	7,9	0,32	7,17	6,26	2,10	0,22	8,8	1,29	7,13	1,41	0,12	0,36	0,30	0,38	4,38	4,34	0,16	0,30	1,7	0,16
4,28	3,29	7,9	0,32	0,24	1,31	1,11	0,22	2,14	6,24	0,20	0,42	3,9	6,30	0,30	0,38	1,41	0,38	0,16	2,28	1,7	0,16
31,1	19,13	14,2	22,10	21,3	29,3	10,2	11,11	13,3	29,1	17,3	40,2	11,1	36,0	0,30	14,24	29,13	32,6	16,0	25,5	6,2	16,0
0,32	7,25	3,13	12,20	0,24	0,32	0,12	8,14	11,5	1,29	7,13	7,35	0,12	1,35	0,30	2,36	0,42	1,37	2,14	4,26	0,8	0,16
11,21	0,32	0,16	0,32	0,24	2,30	1,11	0,22	4,12	1,29	2,18	1,41	3,9	9,27	0,30	0,38	0,42	1,37	0,16	5,25	3,5	0,16
5,27	22,10	4,12	6,26	24,0	32,0	11,1	11,11	2,14	28,2	4,16	12,30	11,1	16,20	30,0	30,8	25,17	23,15	15,1	26,4	7,1	0,16
0,32	1,31	0,16	27,5	0,24	9,23	0,12	6,16	0,16	0,30	4,16	1,41	0,12	0,36	0,30	0,38	6,36	8,30	13,3	0,30	0,8	16,0
18,14	16,16	14,2	28,4	19,5	20,12	12,0	20,2	11,5	30,0	19,1	34,8	4,8	22,14	16,14	38,0	38,4	34,4	16,0	20,10	7,1	0,16
1,31	16,16	4,12	28,4	7,17	18,14	4,8	3,19	0,16	28,2	8,12	7,35	4,8	0,36	0,30	1,37	7,35	12,26	0,16	17,13	0,8	0,16
0,32	4,28	4,12	8,24	0,24	0,32	0,12	0,22	1,15	1,29	3,17	13,29	0,12	0,36	0,30	7,31	3,39	12,26	0,16	0,30	0,8	0,16
